id,document_family,record_id,template_variant,tamper_type,final_label,cnn_label,image_path,label_path
family_b_001250_coordinated_full_forgery,family_b,1371ca1c105435e1,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001250_coordinated_full_forgery.png,labels/family_b_001250_coordinated_full_forgery.json
family_b_001251_visual_splice,family_b,1371ca1c105435e1,v2,visual_splice,forged,forged,images/family_b/family_b_001251_visual_splice.png,labels/family_b_001251_visual_splice.json
family_b_001252_visual_splice,family_b,1371ca1c105435e1,v2,visual_splice,forged,forged,images/family_b/family_b_001252_visual_splice.png,labels/family_b_001252_visual_splice.json
family_b_001253_visual_splice,family_b,1371ca1c105435e1,v2,visual_splice,forged,forged,images/family_b/family_b_001253_visual_splice.png,labels/family_b_001253_visual_splice.json
family_b_001254_genuine,family_b,ca78a480c2623eb2,v1,genuine,genuine,genuine,images/family_b/family_b_001254_genuine.png,labels/family_b_001254_genuine.json
family_b_001255_text_qr_mismatch,family_b,ca78a480c2623eb2,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_001255_text_qr_mismatch.png,labels/family_b_001255_text_qr_mismatch.json
family_b_001256_qr_only_mismatch,family_b,ca78a480c2623eb2,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_001256_qr_only_mismatch.png,labels/family_b_001256_qr_only_mismatch.json
family_b_001257_checksum_invalid,family_b,ca78a480c2623eb2,v1,checksum_invalid,forged,genuine,images/family_b/family_b_001257_checksum_invalid.png,labels/family_b_001257_checksum_invalid.json
family_b_001258_format_invalid,family_b,ca78a480c2623eb2,v1,format_invalid,forged,genuine,images/family_b/family_b_001258_format_invalid.png,labels/family_b_001258_format_invalid.json
family_b_001259_field_missing,family_b,ca78a480c2623eb2,v1,field_missing,forged,genuine,images/family_b/family_b_001259_field_missing.png,labels/family_b_001259_field_missing.json
family_b_001260_fine_grained_edit,family_b,ca78a480c2623eb2,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_001260_fine_grained_edit.png,labels/family_b_001260_fine_grained_edit.json
family_b_001261_coordinated_full_forgery,family_b,ca78a480c2623eb2,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001261_coordinated_full_forgery.png,labels/family_b_001261_coordinated_full_forgery.json
family_b_001262_visual_splice,family_b,ca78a480c2623eb2,v1,visual_splice,forged,forged,images/family_b/family_b_001262_visual_splice.png,labels/family_b_001262_visual_splice.json
family_b_001263_visual_splice,family_b,ca78a480c2623eb2,v1,visual_splice,forged,forged,images/family_b/family_b_001263_visual_splice.png,labels/family_b_001263_visual_splice.json
family_b_001264_visual_splice,family_b,ca78a480c2623eb2,v1,visual_splice,forged,forged,images/family_b/family_b_001264_visual_splice.png,labels/family_b_001264_visual_splice.json
family_b_001265_genuine,family_b,704a824b9c2c4bed,v2,genuine,genuine,genuine,images/family_b/family_b_001265_genuine.png,labels/family_b_001265_genuine.json
family_b_001266_text_qr_mismatch,family_b,704a824b9c2c4bed,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_001266_text_qr_mismatch.png,labels/family_b_001266_text_qr_mismatch.json
family_b_001267_qr_only_mismatch,family_b,704a824b9c2c4bed,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_001267_qr_only_mismatch.png,labels/family_b_001267_qr_only_mismatch.json
family_b_001268_checksum_invalid,family_b,704a824b9c2c4bed,v2,checksum_invalid,forged,genuine,images/family_b/family_b_001268_checksum_invalid.png,labels/family_b_001268_checksum_invalid.json
family_b_001269_format_invalid,family_b,704a824b9c2c4bed,v2,format_invalid,forged,genuine,images/family_b/family_b_001269_format_invalid.png,labels/family_b_001269_format_invalid.json
family_b_001270_field_missing,family_b,704a824b9c2c4bed,v2,field_missing,forged,genuine,images/family_b/family_b_001270_field_missing.png,labels/family_b_001270_field_missing.json
family_b_001271_fine_grained_edit,family_b,704a824b9c2c4bed,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_001271_fine_grained_edit.png,labels/family_b_001271_fine_grained_edit.json
family_b_001272_coordinated_full_forgery,family_b,704a824b9c2c4bed,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001272_coordinated_full_forgery.png,labels/family_b_001272_coordinated_full_forgery.json
family_b_001273_visual_splice,family_b,704a824b9c2c4bed,v2,visual_splice,forged,forged,images/family_b/family_b_001273_visual_splice.png,labels/family_b_001273_visual_splice.json
family_b_001274_visual_splice,family_b,704a824b9c2c4bed,v2,visual_splice,forged,forged,images/family_b/family_b_001274_visual_splice.png,labels/family_b_001274_visual_splice.json
family_b_001275_visual_splice,family_b,704a824b9c2c4bed,v2,visual_splice,forged,forged,images/family_b/family_b_001275_visual_splice.png,labels/family_b_001275_visual_splice.json
family_b_001276_genuine,family_b,707d1d3c0b6f45aa,v1,genuine,genuine,genuine,images/family_b/family_b_001276_genuine.png,labels/family_b_001276_genuine.json
family_b_001277_text_qr_mismatch,family_b,707d1d3c0b6f45aa,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_001277_text_qr_mismatch.png,labels/family_b_001277_text_qr_mismatch.json
family_b_001278_qr_only_mismatch,family_b,707d1d3c0b6f45aa,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_001278_qr_only_mismatch.png,labels/family_b_001278_qr_only_mismatch.json
family_b_001279_checksum_invalid,family_b,707d1d3c0b6f45aa,v1,checksum_invalid,forged,genuine,images/family_b/family_b_001279_checksum_invalid.png,labels/family_b_001279_checksum_invalid.json
family_b_001280_format_invalid,family_b,707d1d3c0b6f45aa,v1,format_invalid,forged,genuine,images/family_b/family_b_001280_format_invalid.png,labels/family_b_001280_format_invalid.json
family_b_001281_field_missing,family_b,707d1d3c0b6f45aa,v1,field_missing,forged,genuine,images/family_b/family_b_001281_field_missing.png,labels/family_b_001281_field_missing.json
family_b_001282_fine_grained_edit,family_b,707d1d3c0b6f45aa,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_001282_fine_grained_edit.png,labels/family_b_001282_fine_grained_edit.json
family_b_001283_coordinated_full_forgery,family_b,707d1d3c0b6f45aa,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001283_coordinated_full_forgery.png,labels/family_b_001283_coordinated_full_forgery.json
family_b_001284_visual_splice,family_b,707d1d3c0b6f45aa,v1,visual_splice,forged,forged,images/family_b/family_b_001284_visual_splice.png,labels/family_b_001284_visual_splice.json
family_b_001285_visual_splice,family_b,707d1d3c0b6f45aa,v1,visual_splice,forged,forged,images/family_b/family_b_001285_visual_splice.png,labels/family_b_001285_visual_splice.json
family_b_001286_visual_splice,family_b,707d1d3c0b6f45aa,v1,visual_splice,forged,forged,images/family_b/family_b_001286_visual_splice.png,labels/family_b_001286_visual_splice.json
family_b_001309_genuine,family_b,4131699894ea9a7b,v1,genuine,genuine,genuine,images/family_b/family_b_001309_genuine.png,labels/family_b_001309_genuine.json
family_b_001310_text_qr_mismatch,family_b,4131699894ea9a7b,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_001310_text_qr_mismatch.png,labels/family_b_001310_text_qr_mismatch.json
family_b_001311_qr_only_mismatch,family_b,4131699894ea9a7b,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_001311_qr_only_mismatch.png,labels/family_b_001311_qr_only_mismatch.json
family_b_001312_checksum_invalid,family_b,4131699894ea9a7b,v1,checksum_invalid,forged,genuine,images/family_b/family_b_001312_checksum_invalid.png,labels/family_b_001312_checksum_invalid.json
family_b_001313_format_invalid,family_b,4131699894ea9a7b,v1,format_invalid,forged,genuine,images/family_b/family_b_001313_format_invalid.png,labels/family_b_001313_format_invalid.json
family_b_001314_field_missing,family_b,4131699894ea9a7b,v1,field_missing,forged,genuine,images/family_b/family_b_001314_field_missing.png,labels/family_b_001314_field_missing.json
family_b_001315_fine_grained_edit,family_b,4131699894ea9a7b,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_001315_fine_grained_edit.png,labels/family_b_001315_fine_grained_edit.json
family_b_001316_coordinated_full_forgery,family_b,4131699894ea9a7b,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001316_coordinated_full_forgery.png,labels/family_b_001316_coordinated_full_forgery.json
family_b_001317_visual_splice,family_b,4131699894ea9a7b,v1,visual_splice,forged,forged,images/family_b/family_b_001317_visual_splice.png,labels/family_b_001317_visual_splice.json
family_b_001318_visual_splice,family_b,4131699894ea9a7b,v1,visual_splice,forged,forged,images/family_b/family_b_001318_visual_splice.png,labels/family_b_001318_visual_splice.json
family_b_001319_visual_splice,family_b,4131699894ea9a7b,v1,visual_splice,forged,forged,images/family_b/family_b_001319_visual_splice.png,labels/family_b_001319_visual_splice.json
family_b_001331_genuine,family_b,a005e0f5afc48b41,v1,genuine,genuine,genuine,images/family_b/family_b_001331_genuine.png,labels/family_b_001331_genuine.json
family_b_001332_text_qr_mismatch,family_b,a005e0f5afc48b41,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_001332_text_qr_mismatch.png,labels/family_b_001332_text_qr_mismatch.json
family_b_001333_qr_only_mismatch,family_b,a005e0f5afc48b41,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_001333_qr_only_mismatch.png,labels/family_b_001333_qr_only_mismatch.json
family_b_001334_checksum_invalid,family_b,a005e0f5afc48b41,v1,checksum_invalid,forged,genuine,images/family_b/family_b_001334_checksum_invalid.png,labels/family_b_001334_checksum_invalid.json
family_b_001335_format_invalid,family_b,a005e0f5afc48b41,v1,format_invalid,forged,genuine,images/family_b/family_b_001335_format_invalid.png,labels/family_b_001335_format_invalid.json
family_b_001336_field_missing,family_b,a005e0f5afc48b41,v1,field_missing,forged,genuine,images/family_b/family_b_001336_field_missing.png,labels/family_b_001336_field_missing.json
family_b_001337_fine_grained_edit,family_b,a005e0f5afc48b41,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_001337_fine_grained_edit.png,labels/family_b_001337_fine_grained_edit.json
family_b_001338_coordinated_full_forgery,family_b,a005e0f5afc48b41,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001338_coordinated_full_forgery.png,labels/family_b_001338_coordinated_full_forgery.json
family_b_001339_visual_splice,family_b,a005e0f5afc48b41,v1,visual_splice,forged,forged,images/family_b/family_b_001339_visual_splice.png,labels/family_b_001339_visual_splice.json
family_b_001340_visual_splice,family_b,a005e0f5afc48b41,v1,visual_splice,forged,forged,images/family_b/family_b_001340_visual_splice.png,labels/family_b_001340_visual_splice.json
family_b_001341_visual_splice,family_b,a005e0f5afc48b41,v1,visual_splice,forged,forged,images/family_b/family_b_001341_visual_splice.png,labels/family_b_001341_visual_splice.json
family_b_001342_genuine,family_b,339ff247f996a341,v2,genuine,genuine,genuine,images/family_b/family_b_001342_genuine.png,labels/family_b_001342_genuine.json
family_b_001343_text_qr_mismatch,family_b,339ff247f996a341,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_001343_text_qr_mismatch.png,labels/family_b_001343_text_qr_mismatch.json
family_b_001344_qr_only_mismatch,family_b,339ff247f996a341,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_001344_qr_only_mismatch.png,labels/family_b_001344_qr_only_mismatch.json
family_b_001345_checksum_invalid,family_b,339ff247f996a341,v2,checksum_invalid,forged,genuine,images/family_b/family_b_001345_checksum_invalid.png,labels/family_b_001345_checksum_invalid.json
family_b_001346_format_invalid,family_b,339ff247f996a341,v2,format_invalid,forged,genuine,images/family_b/family_b_001346_format_invalid.png,labels/family_b_001346_format_invalid.json
family_b_001347_field_missing,family_b,339ff247f996a341,v2,field_missing,forged,genuine,images/family_b/family_b_001347_field_missing.png,labels/family_b_001347_field_missing.json
family_b_001348_fine_grained_edit,family_b,339ff247f996a341,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_001348_fine_grained_edit.png,labels/family_b_001348_fine_grained_edit.json
family_b_001349_coordinated_full_forgery,family_b,339ff247f996a341,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001349_coordinated_full_forgery.png,labels/family_b_001349_coordinated_full_forgery.json
family_b_001350_visual_splice,family_b,339ff247f996a341,v2,visual_splice,forged,forged,images/family_b/family_b_001350_visual_splice.png,labels/family_b_001350_visual_splice.json
family_b_001351_visual_splice,family_b,339ff247f996a341,v2,visual_splice,forged,forged,images/family_b/family_b_001351_visual_splice.png,labels/family_b_001351_visual_splice.json
family_b_001352_visual_splice,family_b,339ff247f996a341,v2,visual_splice,forged,forged,images/family_b/family_b_001352_visual_splice.png,labels/family_b_001352_visual_splice.json
family_b_001353_genuine,family_b,85bbaf3e2b8d7dfb,v1,genuine,genuine,genuine,images/family_b/family_b_001353_genuine.png,labels/family_b_001353_genuine.json
family_b_001354_text_qr_mismatch,family_b,85bbaf3e2b8d7dfb,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_001354_text_qr_mismatch.png,labels/family_b_001354_text_qr_mismatch.json
family_b_001355_qr_only_mismatch,family_b,85bbaf3e2b8d7dfb,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_001355_qr_only_mismatch.png,labels/family_b_001355_qr_only_mismatch.json
family_b_001356_checksum_invalid,family_b,85bbaf3e2b8d7dfb,v1,checksum_invalid,forged,genuine,images/family_b/family_b_001356_checksum_invalid.png,labels/family_b_001356_checksum_invalid.json
family_b_001357_format_invalid,family_b,85bbaf3e2b8d7dfb,v1,format_invalid,forged,genuine,images/family_b/family_b_001357_format_invalid.png,labels/family_b_001357_format_invalid.json
family_b_001358_field_missing,family_b,85bbaf3e2b8d7dfb,v1,field_missing,forged,genuine,images/family_b/family_b_001358_field_missing.png,labels/family_b_001358_field_missing.json
family_b_001359_fine_grained_edit,family_b,85bbaf3e2b8d7dfb,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_001359_fine_grained_edit.png,labels/family_b_001359_fine_grained_edit.json
family_b_001360_coordinated_full_forgery,family_b,85bbaf3e2b8d7dfb,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001360_coordinated_full_forgery.png,labels/family_b_001360_coordinated_full_forgery.json
family_b_001361_visual_splice,family_b,85bbaf3e2b8d7dfb,v1,visual_splice,forged,forged,images/family_b/family_b_001361_visual_splice.png,labels/family_b_001361_visual_splice.json
family_b_001362_visual_splice,family_b,85bbaf3e2b8d7dfb,v1,visual_splice,forged,forged,images/family_b/family_b_001362_visual_splice.png,labels/family_b_001362_visual_splice.json
family_b_001363_visual_splice,family_b,85bbaf3e2b8d7dfb,v1,visual_splice,forged,forged,images/family_b/family_b_001363_visual_splice.png,labels/family_b_001363_visual_splice.json
family_b_001364_genuine,family_b,e9ec888c8dd08202,v1,genuine,genuine,genuine,images/family_b/family_b_001364_genuine.png,labels/family_b_001364_genuine.json
family_b_001365_text_qr_mismatch,family_b,e9ec888c8dd08202,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_001365_text_qr_mismatch.png,labels/family_b_001365_text_qr_mismatch.json
family_b_001366_qr_only_mismatch,family_b,e9ec888c8dd08202,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_001366_qr_only_mismatch.png,labels/family_b_001366_qr_only_mismatch.json
family_b_001367_checksum_invalid,family_b,e9ec888c8dd08202,v1,checksum_invalid,forged,genuine,images/family_b/family_b_001367_checksum_invalid.png,labels/family_b_001367_checksum_invalid.json
family_b_001368_format_invalid,family_b,e9ec888c8dd08202,v1,format_invalid,forged,genuine,images/family_b/family_b_001368_format_invalid.png,labels/family_b_001368_format_invalid.json
family_b_001369_field_missing,family_b,e9ec888c8dd08202,v1,field_missing,forged,genuine,images/family_b/family_b_001369_field_missing.png,labels/family_b_001369_field_missing.json
family_b_001370_fine_grained_edit,family_b,e9ec888c8dd08202,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_001370_fine_grained_edit.png,labels/family_b_001370_fine_grained_edit.json
family_b_001371_coordinated_full_forgery,family_b,e9ec888c8dd08202,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001371_coordinated_full_forgery.png,labels/family_b_001371_coordinated_full_forgery.json
family_b_001372_visual_splice,family_b,e9ec888c8dd08202,v1,visual_splice,forged,forged,images/family_b/family_b_001372_visual_splice.png,labels/family_b_001372_visual_splice.json
family_b_001373_visual_splice,family_b,e9ec888c8dd08202,v1,visual_splice,forged,forged,images/family_b/family_b_001373_visual_splice.png,labels/family_b_001373_visual_splice.json
family_b_001374_visual_splice,family_b,e9ec888c8dd08202,v1,visual_splice,forged,forged,images/family_b/family_b_001374_visual_splice.png,labels/family_b_001374_visual_splice.json
family_b_001375_genuine,family_b,4a5eb724f646177d,v2,genuine,genuine,genuine,images/family_b/family_b_001375_genuine.png,labels/family_b_001375_genuine.json
family_b_001376_text_qr_mismatch,family_b,4a5eb724f646177d,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_001376_text_qr_mismatch.png,labels/family_b_001376_text_qr_mismatch.json
family_b_001377_qr_only_mismatch,family_b,4a5eb724f646177d,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_001377_qr_only_mismatch.png,labels/family_b_001377_qr_only_mismatch.json
family_b_001378_checksum_invalid,family_b,4a5eb724f646177d,v2,checksum_invalid,forged,genuine,images/family_b/family_b_001378_checksum_invalid.png,labels/family_b_001378_checksum_invalid.json
family_b_001379_format_invalid,family_b,4a5eb724f646177d,v2,format_invalid,forged,genuine,images/family_b/family_b_001379_format_invalid.png,labels/family_b_001379_format_invalid.json
family_b_001380_field_missing,family_b,4a5eb724f646177d,v2,field_missing,forged,genuine,images/family_b/family_b_001380_field_missing.png,labels/family_b_001380_field_missing.json
family_b_001381_fine_grained_edit,family_b,4a5eb724f646177d,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_001381_fine_grained_edit.png,labels/family_b_001381_fine_grained_edit.json
family_b_001382_coordinated_full_forgery,family_b,4a5eb724f646177d,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001382_coordinated_full_forgery.png,labels/family_b_001382_coordinated_full_forgery.json
family_b_001383_visual_splice,family_b,4a5eb724f646177d,v2,visual_splice,forged,forged,images/family_b/family_b_001383_visual_splice.png,labels/family_b_001383_visual_splice.json
family_b_001384_visual_splice,family_b,4a5eb724f646177d,v2,visual_splice,forged,forged,images/family_b/family_b_001384_visual_splice.png,labels/family_b_001384_visual_splice.json
family_b_001385_visual_splice,family_b,4a5eb724f646177d,v2,visual_splice,forged,forged,images/family_b/family_b_001385_visual_splice.png,labels/family_b_001385_visual_splice.json
family_b_001386_genuine,family_b,72476bf1bfd311d1,v2,genuine,genuine,genuine,images/family_b/family_b_001386_genuine.png,labels/family_b_001386_genuine.json
family_b_001387_text_qr_mismatch,family_b,72476bf1bfd311d1,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_001387_text_qr_mismatch.png,labels/family_b_001387_text_qr_mismatch.json
family_b_001388_qr_only_mismatch,family_b,72476bf1bfd311d1,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_001388_qr_only_mismatch.png,labels/family_b_001388_qr_only_mismatch.json
family_b_001389_checksum_invalid,family_b,72476bf1bfd311d1,v2,checksum_invalid,forged,genuine,images/family_b/family_b_001389_checksum_invalid.png,labels/family_b_001389_checksum_invalid.json
family_b_001390_format_invalid,family_b,72476bf1bfd311d1,v2,format_invalid,forged,genuine,images/family_b/family_b_001390_format_invalid.png,labels/family_b_001390_format_invalid.json
family_b_001391_field_missing,family_b,72476bf1bfd311d1,v2,field_missing,forged,genuine,images/family_b/family_b_001391_field_missing.png,labels/family_b_001391_field_missing.json
family_b_001392_fine_grained_edit,family_b,72476bf1bfd311d1,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_001392_fine_grained_edit.png,labels/family_b_001392_fine_grained_edit.json
family_b_001393_coordinated_full_forgery,family_b,72476bf1bfd311d1,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001393_coordinated_full_forgery.png,labels/family_b_001393_coordinated_full_forgery.json
family_b_001394_visual_splice,family_b,72476bf1bfd311d1,v2,visual_splice,forged,forged,images/family_b/family_b_001394_visual_splice.png,labels/family_b_001394_visual_splice.json
family_b_001395_visual_splice,family_b,72476bf1bfd311d1,v2,visual_splice,forged,forged,images/family_b/family_b_001395_visual_splice.png,labels/family_b_001395_visual_splice.json
family_b_001396_visual_splice,family_b,72476bf1bfd311d1,v2,visual_splice,forged,forged,images/family_b/family_b_001396_visual_splice.png,labels/family_b_001396_visual_splice.json
family_b_001408_genuine,family_b,d90c3207cf0c33fb,v2,genuine,genuine,genuine,images/family_b/family_b_001408_genuine.png,labels/family_b_001408_genuine.json
family_b_001409_text_qr_mismatch,family_b,d90c3207cf0c33fb,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_001409_text_qr_mismatch.png,labels/family_b_001409_text_qr_mismatch.json
family_b_001410_qr_only_mismatch,family_b,d90c3207cf0c33fb,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_001410_qr_only_mismatch.png,labels/family_b_001410_qr_only_mismatch.json
family_b_001411_checksum_invalid,family_b,d90c3207cf0c33fb,v2,checksum_invalid,forged,genuine,images/family_b/family_b_001411_checksum_invalid.png,labels/family_b_001411_checksum_invalid.json
family_b_001412_format_invalid,family_b,d90c3207cf0c33fb,v2,format_invalid,forged,genuine,images/family_b/family_b_001412_format_invalid.png,labels/family_b_001412_format_invalid.json
family_b_001413_field_missing,family_b,d90c3207cf0c33fb,v2,field_missing,forged,genuine,images/family_b/family_b_001413_field_missing.png,labels/family_b_001413_field_missing.json
family_b_001414_fine_grained_edit,family_b,d90c3207cf0c33fb,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_001414_fine_grained_edit.png,labels/family_b_001414_fine_grained_edit.json
family_b_001415_coordinated_full_forgery,family_b,d90c3207cf0c33fb,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001415_coordinated_full_forgery.png,labels/family_b_001415_coordinated_full_forgery.json
family_b_001416_visual_splice,family_b,d90c3207cf0c33fb,v2,visual_splice,forged,forged,images/family_b/family_b_001416_visual_splice.png,labels/family_b_001416_visual_splice.json
family_b_001417_visual_splice,family_b,d90c3207cf0c33fb,v2,visual_splice,forged,forged,images/family_b/family_b_001417_visual_splice.png,labels/family_b_001417_visual_splice.json
family_b_001418_visual_splice,family_b,d90c3207cf0c33fb,v2,visual_splice,forged,forged,images/family_b/family_b_001418_visual_splice.png,labels/family_b_001418_visual_splice.json
family_b_001441_genuine,family_b,70ba236dd7c55dcf,v2,genuine,genuine,genuine,images/family_b/family_b_001441_genuine.png,labels/family_b_001441_genuine.json
family_b_001442_text_qr_mismatch,family_b,70ba236dd7c55dcf,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_001442_text_qr_mismatch.png,labels/family_b_001442_text_qr_mismatch.json
family_b_001443_qr_only_mismatch,family_b,70ba236dd7c55dcf,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_001443_qr_only_mismatch.png,labels/family_b_001443_qr_only_mismatch.json
family_b_001444_checksum_invalid,family_b,70ba236dd7c55dcf,v2,checksum_invalid,forged,genuine,images/family_b/family_b_001444_checksum_invalid.png,labels/family_b_001444_checksum_invalid.json
family_b_001445_format_invalid,family_b,70ba236dd7c55dcf,v2,format_invalid,forged,genuine,images/family_b/family_b_001445_format_invalid.png,labels/family_b_001445_format_invalid.json
family_b_001446_field_missing,family_b,70ba236dd7c55dcf,v2,field_missing,forged,genuine,images/family_b/family_b_001446_field_missing.png,labels/family_b_001446_field_missing.json
family_b_001447_fine_grained_edit,family_b,70ba236dd7c55dcf,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_001447_fine_grained_edit.png,labels/family_b_001447_fine_grained_edit.json
family_b_001448_coordinated_full_forgery,family_b,70ba236dd7c55dcf,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001448_coordinated_full_forgery.png,labels/family_b_001448_coordinated_full_forgery.json
family_b_001449_visual_splice,family_b,70ba236dd7c55dcf,v2,visual_splice,forged,forged,images/family_b/family_b_001449_visual_splice.png,labels/family_b_001449_visual_splice.json
family_b_001450_visual_splice,family_b,70ba236dd7c55dcf,v2,visual_splice,forged,forged,images/family_b/family_b_001450_visual_splice.png,labels/family_b_001450_visual_splice.json
family_b_001451_visual_splice,family_b,70ba236dd7c55dcf,v2,visual_splice,forged,forged,images/family_b/family_b_001451_visual_splice.png,labels/family_b_001451_visual_splice.json
family_b_001452_genuine,family_b,ed6f89ae131150ad,v1,genuine,genuine,genuine,images/family_b/family_b_001452_genuine.png,labels/family_b_001452_genuine.json
family_b_001453_text_qr_mismatch,family_b,ed6f89ae131150ad,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_001453_text_qr_mismatch.png,labels/family_b_001453_text_qr_mismatch.json
family_b_001454_qr_only_mismatch,family_b,ed6f89ae131150ad,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_001454_qr_only_mismatch.png,labels/family_b_001454_qr_only_mismatch.json
family_b_001455_checksum_invalid,family_b,ed6f89ae131150ad,v1,checksum_invalid,forged,genuine,images/family_b/family_b_001455_checksum_invalid.png,labels/family_b_001455_checksum_invalid.json
family_b_001456_format_invalid,family_b,ed6f89ae131150ad,v1,format_invalid,forged,genuine,images/family_b/family_b_001456_format_invalid.png,labels/family_b_001456_format_invalid.json
family_b_001457_field_missing,family_b,ed6f89ae131150ad,v1,field_missing,forged,genuine,images/family_b/family_b_001457_field_missing.png,labels/family_b_001457_field_missing.json
family_b_001458_fine_grained_edit,family_b,ed6f89ae131150ad,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_001458_fine_grained_edit.png,labels/family_b_001458_fine_grained_edit.json
family_b_001459_coordinated_full_forgery,family_b,ed6f89ae131150ad,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001459_coordinated_full_forgery.png,labels/family_b_001459_coordinated_full_forgery.json
family_b_001460_visual_splice,family_b,ed6f89ae131150ad,v1,visual_splice,forged,forged,images/family_b/family_b_001460_visual_splice.png,labels/family_b_001460_visual_splice.json
family_b_001461_visual_splice,family_b,ed6f89ae131150ad,v1,visual_splice,forged,forged,images/family_b/family_b_001461_visual_splice.png,labels/family_b_001461_visual_splice.json
family_b_001462_visual_splice,family_b,ed6f89ae131150ad,v1,visual_splice,forged,forged,images/family_b/family_b_001462_visual_splice.png,labels/family_b_001462_visual_splice.json
family_b_001463_genuine,family_b,b9278446ff2169fa,v1,genuine,genuine,genuine,images/family_b/family_b_001463_genuine.png,labels/family_b_001463_genuine.json
family_b_001464_text_qr_mismatch,family_b,b9278446ff2169fa,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_001464_text_qr_mismatch.png,labels/family_b_001464_text_qr_mismatch.json
family_b_001465_qr_only_mismatch,family_b,b9278446ff2169fa,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_001465_qr_only_mismatch.png,labels/family_b_001465_qr_only_mismatch.json
family_b_001466_checksum_invalid,family_b,b9278446ff2169fa,v1,checksum_invalid,forged,genuine,images/family_b/family_b_001466_checksum_invalid.png,labels/family_b_001466_checksum_invalid.json
family_b_001467_format_invalid,family_b,b9278446ff2169fa,v1,format_invalid,forged,genuine,images/family_b/family_b_001467_format_invalid.png,labels/family_b_001467_format_invalid.json
family_b_001468_field_missing,family_b,b9278446ff2169fa,v1,field_missing,forged,genuine,images/family_b/family_b_001468_field_missing.png,labels/family_b_001468_field_missing.json
family_b_001469_fine_grained_edit,family_b,b9278446ff2169fa,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_001469_fine_grained_edit.png,labels/family_b_001469_fine_grained_edit.json
family_b_001470_coordinated_full_forgery,family_b,b9278446ff2169fa,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_001470_coordinated_full_forgery.png,labels/family_b_001470_coordinated_full_forgery.json
family_b_001471_visual_splice,family_b,b9278446ff2169fa,v1,visual_splice,forged,forged,images/family_b/family_b_001471_visual_splice.png,labels/family_b_001471_visual_splice.json
