id,document_family,record_id,template_variant,tamper_type,final_label,cnn_label,fold,cnn_probability_oof,m3_probability_oof
family_a_004389_genuine,family_a,a74f563ae6ed4381,v2,genuine,genuine,genuine,3,0.007559,0.246238
family_a_004390_text_qr_mismatch,family_a,a74f563ae6ed4381,v2,text_qr_mismatch,forged,genuine,3,0.000991,0.939954
family_a_004391_qr_only_mismatch,family_a,a74f563ae6ed4381,v2,qr_only_mismatch,forged,genuine,3,0.01,0.998057
family_a_004392_checksum_invalid,family_a,a74f563ae6ed4381,v2,checksum_invalid,forged,genuine,3,0.011673,0.98412
family_a_004393_format_invalid,family_a,a74f563ae6ed4381,v2,format_invalid,forged,genuine,3,0.000265,0.992698
family_a_004394_field_missing,family_a,a74f563ae6ed4381,v2,field_missing,forged,genuine,3,0.003567,0.983415
family_a_004395_fine_grained_edit,family_a,a74f563ae6ed4381,v2,fine_grained_edit,forged,genuine,3,0.026052,0.823384
family_a_004396_coordinated_full_forgery,family_a,a74f563ae6ed4381,v2,coordinated_full_forgery,forged,genuine,3,0.001499,0.246238
family_a_004397_visual_splice,family_a,a74f563ae6ed4381,v2,visual_splice,forged,forged,3,0.999452,0.246238
family_a_004398_visual_splice,family_a,a74f563ae6ed4381,v2,visual_splice,forged,forged,3,0.999729,0.246238
family_a_004399_visual_splice,family_a,a74f563ae6ed4381,v2,visual_splice,forged,forged,3,0.091619,0.246238
family_a_004411_genuine,family_a,0244a2e20f6e8082,v2,genuine,genuine,genuine,0,0.001141,0.242722
family_a_004412_text_qr_mismatch,family_a,0244a2e20f6e8082,v2,text_qr_mismatch,forged,genuine,0,0.00308,0.961375
family_a_004413_qr_only_mismatch,family_a,0244a2e20f6e8082,v2,qr_only_mismatch,forged,genuine,0,0.001378,0.976678
family_a_004414_checksum_invalid,family_a,0244a2e20f6e8082,v2,checksum_invalid,forged,genuine,0,0.001433,0.999344
family_a_004415_format_invalid,family_a,0244a2e20f6e8082,v2,format_invalid,forged,genuine,0,0.00049,0.992944
family_a_004416_field_missing,family_a,0244a2e20f6e8082,v2,field_missing,forged,genuine,0,0.001842,0.992953
family_a_004417_fine_grained_edit,family_a,0244a2e20f6e8082,v2,fine_grained_edit,forged,genuine,0,0.003481,0.981938
family_a_004418_coordinated_full_forgery,family_a,0244a2e20f6e8082,v2,coordinated_full_forgery,forged,genuine,0,0.032273,0.242722
family_a_004419_visual_splice,family_a,0244a2e20f6e8082,v2,visual_splice,forged,forged,0,0.998962,0.242722
family_a_004420_visual_splice,family_a,0244a2e20f6e8082,v2,visual_splice,forged,forged,0,0.04829,0.992172
family_a_004421_visual_splice,family_a,0244a2e20f6e8082,v2,visual_splice,forged,forged,0,0.998076,0.992953
family_a_004444_genuine,family_a,60eee9a258496d16,v1,genuine,genuine,genuine,4,0.817182,0.246925
family_a_004445_text_qr_mismatch,family_a,60eee9a258496d16,v1,text_qr_mismatch,forged,genuine,4,0.22884,0.998257
family_a_004446_qr_only_mismatch,family_a,60eee9a258496d16,v1,qr_only_mismatch,forged,genuine,4,0.867878,0.962981
family_a_004447_checksum_invalid,family_a,60eee9a258496d16,v1,checksum_invalid,forged,genuine,4,0.913766,0.998483
family_a_004448_format_invalid,family_a,60eee9a258496d16,v1,format_invalid,forged,genuine,4,0.605155,0.999195
family_a_004449_field_missing,family_a,60eee9a258496d16,v1,field_missing,forged,genuine,4,0.003874,0.992097
family_a_004450_fine_grained_edit,family_a,60eee9a258496d16,v1,fine_grained_edit,forged,genuine,4,0.97997,0.962981
family_a_004451_coordinated_full_forgery,family_a,60eee9a258496d16,v1,coordinated_full_forgery,forged,genuine,4,0.547006,0.246925
family_a_004452_visual_splice,family_a,60eee9a258496d16,v1,visual_splice,forged,forged,4,0.999982,0.979976
family_a_004453_visual_splice,family_a,60eee9a258496d16,v1,visual_splice,forged,forged,4,0.999994,0.246925
family_a_004454_visual_splice,family_a,60eee9a258496d16,v1,visual_splice,forged,forged,4,0.9995,0.950717
family_a_004455_genuine,family_a,c71229fb846bb032,v1,genuine,genuine,genuine,2,0.002266,0.242012
family_a_004456_text_qr_mismatch,family_a,c71229fb846bb032,v1,text_qr_mismatch,forged,genuine,2,0.005592,0.974183
family_a_004457_qr_only_mismatch,family_a,c71229fb846bb032,v1,qr_only_mismatch,forged,genuine,2,0.003195,0.815922
family_a_004458_checksum_invalid,family_a,c71229fb846bb032,v1,checksum_invalid,forged,genuine,2,0.002811,0.999296
family_a_004459_format_invalid,family_a,c71229fb846bb032,v1,format_invalid,forged,genuine,2,0.000166,0.984173
family_a_004460_field_missing,family_a,c71229fb846bb032,v1,field_missing,forged,genuine,2,0.000721,0.992396
family_a_004461_fine_grained_edit,family_a,c71229fb846bb032,v1,fine_grained_edit,forged,genuine,2,0.00031,0.975808
family_a_004462_coordinated_full_forgery,family_a,c71229fb846bb032,v1,coordinated_full_forgery,forged,genuine,2,0.10911,0.242012
family_a_004463_visual_splice,family_a,c71229fb846bb032,v1,visual_splice,forged,forged,2,0.999636,0.242012
family_a_004464_visual_splice,family_a,c71229fb846bb032,v1,visual_splice,forged,forged,2,0.999864,0.977248
family_a_004465_visual_splice,family_a,c71229fb846bb032,v1,visual_splice,forged,forged,2,0.999835,0.979003
family_a_004466_genuine,family_a,36feef0b1e5ac7d9,v1,genuine,genuine,genuine,3,0.696349,0.246238
family_a_004467_text_qr_mismatch,family_a,36feef0b1e5ac7d9,v1,text_qr_mismatch,forged,genuine,3,0.801544,0.974873
family_a_004468_qr_only_mismatch,family_a,36feef0b1e5ac7d9,v1,qr_only_mismatch,forged,genuine,3,0.64192,0.946566
family_a_004469_checksum_invalid,family_a,36feef0b1e5ac7d9,v1,checksum_invalid,forged,genuine,3,0.880358,0.98412
family_a_004470_format_invalid,family_a,36feef0b1e5ac7d9,v1,format_invalid,forged,genuine,3,0.112775,0.992698
family_a_004471_field_missing,family_a,36feef0b1e5ac7d9,v1,field_missing,forged,genuine,3,0.057141,0.85316
family_a_004472_fine_grained_edit,family_a,36feef0b1e5ac7d9,v1,fine_grained_edit,forged,genuine,3,0.724649,0.945148
family_a_004473_coordinated_full_forgery,family_a,36feef0b1e5ac7d9,v1,coordinated_full_forgery,forged,genuine,3,0.093783,0.246238
family_a_004474_visual_splice,family_a,36feef0b1e5ac7d9,v1,visual_splice,forged,forged,3,0.999877,0.93731
family_a_004475_visual_splice,family_a,36feef0b1e5ac7d9,v1,visual_splice,forged,forged,3,0.998788,0.998057
family_a_004476_visual_splice,family_a,36feef0b1e5ac7d9,v1,visual_splice,forged,forged,3,0.999312,0.998057
family_a_004477_genuine,family_a,fc3471992f2cd456,v1,genuine,genuine,genuine,2,0.00173,0.242012
family_a_004478_text_qr_mismatch,family_a,fc3471992f2cd456,v1,text_qr_mismatch,forged,genuine,2,0.001866,0.991268
family_a_004479_qr_only_mismatch,family_a,fc3471992f2cd456,v1,qr_only_mismatch,forged,genuine,2,0.002386,0.974183
family_a_004480_checksum_invalid,family_a,fc3471992f2cd456,v1,checksum_invalid,forged,genuine,2,0.001529,0.999296
family_a_004481_format_invalid,family_a,fc3471992f2cd456,v1,format_invalid,forged,genuine,2,0.000254,0.991887
family_a_004482_field_missing,family_a,fc3471992f2cd456,v1,field_missing,forged,genuine,2,0.000113,0.992396
family_a_004483_fine_grained_edit,family_a,fc3471992f2cd456,v1,fine_grained_edit,forged,genuine,2,0.002087,0.975808
family_a_004484_coordinated_full_forgery,family_a,fc3471992f2cd456,v1,coordinated_full_forgery,forged,genuine,2,0.008216,0.242012
family_a_004485_visual_splice,family_a,fc3471992f2cd456,v1,visual_splice,forged,forged,2,0.021675,0.242012
family_a_004486_visual_splice,family_a,fc3471992f2cd456,v1,visual_splice,forged,forged,2,0.990663,0.242012
family_a_004487_visual_splice,family_a,fc3471992f2cd456,v1,visual_splice,forged,forged,2,0.999944,0.974183
family_a_004499_genuine,family_a,9c651061c6ddb30b,v1,genuine,genuine,genuine,0,0.150633,0.242722
family_a_004500_text_qr_mismatch,family_a,9c651061c6ddb30b,v1,text_qr_mismatch,forged,genuine,0,0.240694,0.976678
family_a_004501_qr_only_mismatch,family_a,9c651061c6ddb30b,v1,qr_only_mismatch,forged,genuine,0,0.234101,0.961375
family_a_004502_checksum_invalid,family_a,9c651061c6ddb30b,v1,checksum_invalid,forged,genuine,0,0.102306,0.999344
family_a_004503_format_invalid,family_a,9c651061c6ddb30b,v1,format_invalid,forged,genuine,0,0.021676,0.992944
family_a_004504_field_missing,family_a,9c651061c6ddb30b,v1,field_missing,forged,genuine,0,0.022991,0.888987
family_a_004505_fine_grained_edit,family_a,9c651061c6ddb30b,v1,fine_grained_edit,forged,genuine,0,0.161562,0.913335
family_a_004506_coordinated_full_forgery,family_a,9c651061c6ddb30b,v1,coordinated_full_forgery,forged,genuine,0,0.001863,0.397579
family_a_004507_visual_splice,family_a,9c651061c6ddb30b,v1,visual_splice,forged,forged,0,0.999872,0.986274
family_a_004508_visual_splice,family_a,9c651061c6ddb30b,v1,visual_splice,forged,forged,0,0.999989,0.242722
family_a_004509_visual_splice,family_a,9c651061c6ddb30b,v1,visual_splice,forged,forged,0,0.999976,0.973295
family_a_004532_genuine,family_a,86b93b6b6c654614,v1,genuine,genuine,genuine,1,0.075017,0.241102
family_a_004533_text_qr_mismatch,family_a,86b93b6b6c654614,v1,text_qr_mismatch,forged,genuine,1,0.049867,0.982764
family_a_004534_qr_only_mismatch,family_a,86b93b6b6c654614,v1,qr_only_mismatch,forged,genuine,1,0.132808,0.982764
family_a_004535_checksum_invalid,family_a,86b93b6b6c654614,v1,checksum_invalid,forged,genuine,1,0.050568,0.998727
family_a_004536_format_invalid,family_a,86b93b6b6c654614,v1,format_invalid,forged,genuine,1,0.003293,0.999691
family_a_004537_field_missing,family_a,86b93b6b6c654614,v1,field_missing,forged,genuine,1,0.214388,0.991134
family_a_004538_fine_grained_edit,family_a,86b93b6b6c654614,v1,fine_grained_edit,forged,genuine,1,0.048628,0.989609
family_a_004539_coordinated_full_forgery,family_a,86b93b6b6c654614,v1,coordinated_full_forgery,forged,genuine,1,0.007363,0.241102
family_a_004540_visual_splice,family_a,86b93b6b6c654614,v1,visual_splice,forged,forged,1,0.998458,0.241102
family_a_004541_visual_splice,family_a,86b93b6b6c654614,v1,visual_splice,forged,forged,1,0.999971,0.99201
family_a_004542_visual_splice,family_a,86b93b6b6c654614,v1,visual_splice,forged,forged,1,0.999912,0.988796
family_a_004554_genuine,family_a,1b3857989557ebf6,v2,genuine,genuine,genuine,3,0.035759,0.246238
family_a_004555_text_qr_mismatch,family_a,1b3857989557ebf6,v2,text_qr_mismatch,forged,genuine,3,0.007256,0.998057
family_a_004556_qr_only_mismatch,family_a,1b3857989557ebf6,v2,qr_only_mismatch,forged,genuine,3,0.021199,0.946566
family_a_004557_checksum_invalid,family_a,1b3857989557ebf6,v2,checksum_invalid,forged,genuine,3,0.043512,0.98412
family_a_004558_format_invalid,family_a,1b3857989557ebf6,v2,format_invalid,forged,genuine,3,0.001203,0.992698
family_a_004559_field_missing,family_a,1b3857989557ebf6,v2,field_missing,forged,genuine,3,0.005787,0.983415
family_a_004560_fine_grained_edit,family_a,1b3857989557ebf6,v2,fine_grained_edit,forged,genuine,3,0.013074,0.974873
family_a_004561_coordinated_full_forgery,family_a,1b3857989557ebf6,v2,coordinated_full_forgery,forged,genuine,3,0.083759,0.246238
family_a_004562_visual_splice,family_a,1b3857989557ebf6,v2,visual_splice,forged,forged,3,0.999822,0.998057
family_a_004563_visual_splice,family_a,1b3857989557ebf6,v2,visual_splice,forged,forged,3,0.999823,0.998057
family_a_004564_visual_splice,family_a,1b3857989557ebf6,v2,visual_splice,forged,forged,3,0.999872,0.246238
family_a_004587_genuine,family_a,4b81797de1a3a61c,v1,genuine,genuine,genuine,1,0.221102,0.400293
family_a_004588_text_qr_mismatch,family_a,4b81797de1a3a61c,v1,text_qr_mismatch,forged,genuine,1,0.591111,0.400293
family_a_004589_qr_only_mismatch,family_a,4b81797de1a3a61c,v1,qr_only_mismatch,forged,genuine,1,0.694943,0.949216
family_a_004590_checksum_invalid,family_a,4b81797de1a3a61c,v1,checksum_invalid,forged,genuine,1,0.463648,0.979892
family_a_004591_format_invalid,family_a,4b81797de1a3a61c,v1,format_invalid,forged,genuine,1,0.119421,0.96095
family_a_004592_field_missing,family_a,4b81797de1a3a61c,v1,field_missing,forged,genuine,1,0.24082,0.984504
family_a_004593_fine_grained_edit,family_a,4b81797de1a3a61c,v1,fine_grained_edit,forged,genuine,1,0.683323,0.400293
family_a_004594_coordinated_full_forgery,family_a,4b81797de1a3a61c,v1,coordinated_full_forgery,forged,genuine,1,0.624988,0.241102
family_a_004595_visual_splice,family_a,4b81797de1a3a61c,v1,visual_splice,forged,forged,1,0.999989,0.400293
family_a_004596_visual_splice,family_a,4b81797de1a3a61c,v1,visual_splice,forged,forged,1,0.999913,0.400293
family_a_004597_visual_splice,family_a,4b81797de1a3a61c,v1,visual_splice,forged,forged,1,0.999966,0.984504
family_a_004609_genuine,family_a,a340ddee24c0c143,v1,genuine,genuine,genuine,2,0.052005,0.242012
family_a_004610_text_qr_mismatch,family_a,a340ddee24c0c143,v1,text_qr_mismatch,forged,genuine,2,0.065544,0.982763
family_a_004611_qr_only_mismatch,family_a,a340ddee24c0c143,v1,qr_only_mismatch,forged,genuine,2,0.05589,0.974183
family_a_004612_checksum_invalid,family_a,a340ddee24c0c143,v1,checksum_invalid,forged,genuine,2,0.03435,0.999296
family_a_004613_format_invalid,family_a,a340ddee24c0c143,v1,format_invalid,forged,genuine,2,0.002981,0.991887
family_a_004614_field_missing,family_a,a340ddee24c0c143,v1,field_missing,forged,genuine,2,0.001383,0.989988
family_a_004615_fine_grained_edit,family_a,a340ddee24c0c143,v1,fine_grained_edit,forged,genuine,2,0.1015,0.884103
family_a_004616_coordinated_full_forgery,family_a,a340ddee24c0c143,v1,coordinated_full_forgery,forged,genuine,2,0.111909,0.41216
family_a_004617_visual_splice,family_a,a340ddee24c0c143,v1,visual_splice,forged,forged,2,0.999835,0.242012
family_a_004618_visual_splice,family_a,a340ddee24c0c143,v1,visual_splice,forged,forged,2,0.98139,0.990096
family_a_004619_visual_splice,family_a,a340ddee24c0c143,v1,visual_splice,forged,forged,2,0.999962,0.979003
family_a_004620_genuine,family_a,d40ee5974b4e70ee,v1,genuine,genuine,genuine,3,0.001743,0.246238
family_a_004621_text_qr_mismatch,family_a,d40ee5974b4e70ee,v1,text_qr_mismatch,forged,genuine,3,0.019732,0.939954
family_a_004622_qr_only_mismatch,family_a,d40ee5974b4e70ee,v1,qr_only_mismatch,forged,genuine,3,0.001435,0.998057
family_a_004623_checksum_invalid,family_a,d40ee5974b4e70ee,v1,checksum_invalid,forged,genuine,3,0.000975,0.98412
family_a_004624_format_invalid,family_a,d40ee5974b4e70ee,v1,format_invalid,forged,genuine,3,9.1e-05,0.992698
family_a_004625_field_missing,family_a,d40ee5974b4e70ee,v1,field_missing,forged,genuine,3,0.000203,0.986975
family_a_004626_fine_grained_edit,family_a,d40ee5974b4e70ee,v1,fine_grained_edit,forged,genuine,3,0.002988,0.839788
family_a_004627_coordinated_full_forgery,family_a,d40ee5974b4e70ee,v1,coordinated_full_forgery,forged,genuine,3,0.003953,0.246238
family_a_004628_visual_splice,family_a,d40ee5974b4e70ee,v1,visual_splice,forged,forged,3,0.999161,0.246238
family_a_004629_visual_splice,family_a,d40ee5974b4e70ee,v1,visual_splice,forged,forged,3,0.998838,0.872952
family_a_004630_visual_splice,family_a,d40ee5974b4e70ee,v1,visual_splice,forged,forged,3,0.998242,0.246238
family_a_004642_genuine,family_a,b586dde9c11e3bb4,v2,genuine,genuine,genuine,1,0.09825,0.241102
family_a_004643_text_qr_mismatch,family_a,b586dde9c11e3bb4,v2,text_qr_mismatch,forged,genuine,1,0.012725,0.99201
family_a_004644_qr_only_mismatch,family_a,b586dde9c11e3bb4,v2,qr_only_mismatch,forged,genuine,1,0.038554,0.949216
family_a_004645_checksum_invalid,family_a,b586dde9c11e3bb4,v2,checksum_invalid,forged,genuine,1,0.09742,0.998727
family_a_004646_format_invalid,family_a,b586dde9c11e3bb4,v2,format_invalid,forged,genuine,1,0.002881,0.999691
family_a_004647_field_missing,family_a,b586dde9c11e3bb4,v2,field_missing,forged,genuine,1,0.001733,0.986946
family_a_004648_fine_grained_edit,family_a,b586dde9c11e3bb4,v2,fine_grained_edit,forged,genuine,1,0.08094,0.971828
family_a_004649_coordinated_full_forgery,family_a,b586dde9c11e3bb4,v2,coordinated_full_forgery,forged,genuine,1,0.011441,0.241102
family_a_004650_visual_splice,family_a,b586dde9c11e3bb4,v2,visual_splice,forged,forged,1,0.998968,0.241102
family_a_004651_visual_splice,family_a,b586dde9c11e3bb4,v2,visual_splice,forged,forged,1,0.999865,0.949216
family_a_004652_visual_splice,family_a,b586dde9c11e3bb4,v2,visual_splice,forged,forged,1,0.985978,0.99201
family_a_004653_genuine,family_a,6b9e7bedb3fcd330,v2,genuine,genuine,genuine,0,0.008571,0.242722
family_a_004654_text_qr_mismatch,family_a,6b9e7bedb3fcd330,v2,text_qr_mismatch,forged,genuine,0,0.016165,0.981938
family_a_004655_qr_only_mismatch,family_a,6b9e7bedb3fcd330,v2,qr_only_mismatch,forged,genuine,0,0.011644,0.981938
family_a_004656_checksum_invalid,family_a,6b9e7bedb3fcd330,v2,checksum_invalid,forged,genuine,0,0.005618,0.999344
family_a_004657_format_invalid,family_a,6b9e7bedb3fcd330,v2,format_invalid,forged,genuine,0,0.001093,0.992944
family_a_004658_field_missing,family_a,6b9e7bedb3fcd330,v2,field_missing,forged,genuine,0,0.002136,0.990255
family_a_004659_fine_grained_edit,family_a,6b9e7bedb3fcd330,v2,fine_grained_edit,forged,genuine,0,0.01206,0.913335
family_a_004660_coordinated_full_forgery,family_a,6b9e7bedb3fcd330,v2,coordinated_full_forgery,forged,genuine,0,0.002236,0.242722
family_a_004661_visual_splice,family_a,6b9e7bedb3fcd330,v2,visual_splice,forged,forged,0,0.999646,0.242722
family_a_004662_visual_splice,family_a,6b9e7bedb3fcd330,v2,visual_splice,forged,forged,0,0.862697,0.242722
family_a_004663_visual_splice,family_a,6b9e7bedb3fcd330,v2,visual_splice,forged,forged,0,0.972522,0.992376
family_a_004664_genuine,family_a,4c2530529daa7581,v2,genuine,genuine,genuine,0,0.015742,0.242722
family_a_004665_text_qr_mismatch,family_a,4c2530529daa7581,v2,text_qr_mismatch,forged,genuine,0,0.003933,0.992376
family_a_004666_qr_only_mismatch,family_a,4c2530529daa7581,v2,qr_only_mismatch,forged,genuine,0,0.012266,0.976678
family_a_004667_checksum_invalid,family_a,4c2530529daa7581,v2,checksum_invalid,forged,genuine,0,0.019727,0.999344
family_a_004668_format_invalid,family_a,4c2530529daa7581,v2,format_invalid,forged,genuine,0,0.000678,0.992944
family_a_004669_field_missing,family_a,4c2530529daa7581,v2,field_missing,forged,genuine,0,0.00242,0.888987
family_a_004670_fine_grained_edit,family_a,4c2530529daa7581,v2,fine_grained_edit,forged,genuine,0,0.007555,0.976678
family_a_004671_coordinated_full_forgery,family_a,4c2530529daa7581,v2,coordinated_full_forgery,forged,genuine,0,0.006824,0.242722
family_a_004672_visual_splice,family_a,4c2530529daa7581,v2,visual_splice,forged,forged,0,0.999864,0.984214
family_a_004673_visual_splice,family_a,4c2530529daa7581,v2,visual_splice,forged,forged,0,0.999868,0.98427
family_a_004674_visual_splice,family_a,4c2530529daa7581,v2,visual_splice,forged,forged,0,0.99985,0.992376
family_a_004675_genuine,family_a,93f03a7c8f281a28,v1,genuine,genuine,genuine,0,0.053436,0.242722
family_a_004676_text_qr_mismatch,family_a,93f03a7c8f281a28,v1,text_qr_mismatch,forged,genuine,0,0.049548,0.961375
family_a_004677_qr_only_mismatch,family_a,93f03a7c8f281a28,v1,qr_only_mismatch,forged,genuine,0,0.081096,0.992376
family_a_004678_checksum_invalid,family_a,93f03a7c8f281a28,v1,checksum_invalid,forged,genuine,0,0.033417,0.999344
family_a_004679_format_invalid,family_a,93f03a7c8f281a28,v1,format_invalid,forged,genuine,0,0.006216,0.992944
family_a_004680_field_missing,family_a,93f03a7c8f281a28,v1,field_missing,forged,genuine,0,0.002064,0.888987
family_a_004681_fine_grained_edit,family_a,93f03a7c8f281a28,v1,fine_grained_edit,forged,genuine,0,0.03044,0.945099
family_a_004682_coordinated_full_forgery,family_a,93f03a7c8f281a28,v1,coordinated_full_forgery,forged,genuine,0,0.005041,0.242722
family_a_004683_visual_splice,family_a,93f03a7c8f281a28,v1,visual_splice,forged,forged,0,0.059782,0.961375
family_a_004684_visual_splice,family_a,93f03a7c8f281a28,v1,visual_splice,forged,forged,0,0.999835,0.242722
family_a_004685_visual_splice,family_a,93f03a7c8f281a28,v1,visual_splice,forged,forged,0,0.999925,0.992376
family_a_004686_genuine,family_a,1d699eaaa300f8c9,v1,genuine,genuine,genuine,2,0.026224,0.242012
family_a_004687_text_qr_mismatch,family_a,1d699eaaa300f8c9,v1,text_qr_mismatch,forged,genuine,2,0.016927,0.991268
family_a_004688_qr_only_mismatch,family_a,1d699eaaa300f8c9,v1,qr_only_mismatch,forged,genuine,2,0.031465,0.975808
family_a_004689_checksum_invalid,family_a,1d699eaaa300f8c9,v1,checksum_invalid,forged,genuine,2,0.007654,0.999296
family_a_004690_format_invalid,family_a,1d699eaaa300f8c9,v1,format_invalid,forged,genuine,2,0.00173,0.984173
family_a_004691_field_missing,family_a,1d699eaaa300f8c9,v1,field_missing,forged,genuine,2,0.00306,0.989988
family_a_004692_fine_grained_edit,family_a,1d699eaaa300f8c9,v1,fine_grained_edit,forged,genuine,2,0.044114,0.981765
family_a_004693_coordinated_full_forgery,family_a,1d699eaaa300f8c9,v1,coordinated_full_forgery,forged,genuine,2,0.179062,0.242012
family_a_004694_visual_splice,family_a,1d699eaaa300f8c9,v1,visual_splice,forged,forged,2,0.999895,0.242012
family_a_004695_visual_splice,family_a,1d699eaaa300f8c9,v1,visual_splice,forged,forged,2,0.999745,0.242012
family_a_004696_visual_splice,family_a,1d699eaaa300f8c9,v1,visual_splice,forged,forged,2,0.999789,0.242012
family_a_004708_genuine,family_a,f008cb6d9ccca282,v2,genuine,genuine,genuine,2,0.018407,0.242012
family_a_004709_text_qr_mismatch,family_a,f008cb6d9ccca282,v2,text_qr_mismatch,forged,genuine,2,0.067046,0.991268
family_a_004710_qr_only_mismatch,family_a,f008cb6d9ccca282,v2,qr_only_mismatch,forged,genuine,2,0.042653,0.974183
family_a_004711_checksum_invalid,family_a,f008cb6d9ccca282,v2,checksum_invalid,forged,genuine,2,0.018326,0.999296
family_a_004712_format_invalid,family_a,f008cb6d9ccca282,v2,format_invalid,forged,genuine,2,0.001572,0.991887
family_a_004713_field_missing,family_a,f008cb6d9ccca282,v2,field_missing,forged,genuine,2,0.014171,0.992396
family_a_004714_fine_grained_edit,family_a,f008cb6d9ccca282,v2,fine_grained_edit,forged,genuine,2,0.045454,0.974183
family_a_004715_coordinated_full_forgery,family_a,f008cb6d9ccca282,v2,coordinated_full_forgery,forged,genuine,2,0.026386,0.242012
family_a_004716_visual_splice,family_a,f008cb6d9ccca282,v2,visual_splice,forged,forged,2,0.998679,0.979003
family_a_004717_visual_splice,family_a,f008cb6d9ccca282,v2,visual_splice,forged,forged,2,0.999982,0.242012
family_a_004718_visual_splice,family_a,f008cb6d9ccca282,v2,visual_splice,forged,forged,2,0.999888,0.991268
family_a_004730_genuine,family_a,395cd849e70fe2f7,v1,genuine,genuine,genuine,2,0.018329,0.242012
family_a_004731_text_qr_mismatch,family_a,395cd849e70fe2f7,v1,text_qr_mismatch,forged,genuine,2,0.037476,0.991268
family_a_004732_qr_only_mismatch,family_a,395cd849e70fe2f7,v1,qr_only_mismatch,forged,genuine,2,0.010973,0.991268
family_a_004733_checksum_invalid,family_a,395cd849e70fe2f7,v1,checksum_invalid,forged,genuine,2,0.028148,0.999296
family_a_004734_format_invalid,family_a,395cd849e70fe2f7,v1,format_invalid,forged,genuine,2,0.000999,0.991887
family_a_004735_field_missing,family_a,395cd849e70fe2f7,v1,field_missing,forged,genuine,2,0.001397,0.988746
family_a_004736_fine_grained_edit,family_a,395cd849e70fe2f7,v1,fine_grained_edit,forged,genuine,2,0.01218,0.981765
family_a_004737_coordinated_full_forgery,family_a,395cd849e70fe2f7,v1,coordinated_full_forgery,forged,genuine,2,0.08569,0.242012
family_a_004738_visual_splice,family_a,395cd849e70fe2f7,v1,visual_splice,forged,forged,2,0.999766,0.991268
family_a_004739_visual_splice,family_a,395cd849e70fe2f7,v1,visual_splice,forged,forged,2,0.999595,0.991268
family_a_004740_visual_splice,family_a,395cd849e70fe2f7,v1,visual_splice,forged,forged,2,0.998174,0.848557
family_a_004752_genuine,family_a,3a3c3b26c75db0ab,v2,genuine,genuine,genuine,2,0.003245,0.242012
family_a_004753_text_qr_mismatch,family_a,3a3c3b26c75db0ab,v2,text_qr_mismatch,forged,genuine,2,0.003045,0.975808
family_a_004754_qr_only_mismatch,family_a,3a3c3b26c75db0ab,v2,qr_only_mismatch,forged,genuine,2,0.002606,0.974183
family_a_004755_checksum_invalid,family_a,3a3c3b26c75db0ab,v2,checksum_invalid,forged,genuine,2,0.003728,0.999296
family_a_004756_format_invalid,family_a,3a3c3b26c75db0ab,v2,format_invalid,forged,genuine,2,0.000806,0.991887
family_a_004757_field_missing,family_a,3a3c3b26c75db0ab,v2,field_missing,forged,genuine,2,0.001109,0.988746
family_a_004758_fine_grained_edit,family_a,3a3c3b26c75db0ab,v2,fine_grained_edit,forged,genuine,2,0.00342,0.975808
family_a_004759_coordinated_full_forgery,family_a,3a3c3b26c75db0ab,v2,coordinated_full_forgery,forged,genuine,2,0.007124,0.242012
family_a_004760_visual_splice,family_a,3a3c3b26c75db0ab,v2,visual_splice,forged,forged,2,0.999528,0.242012
family_a_004761_visual_splice,family_a,3a3c3b26c75db0ab,v2,visual_splice,forged,forged,2,0.999996,0.242012
family_a_004762_visual_splice,family_a,3a3c3b26c75db0ab,v2,visual_splice,forged,forged,2,0.997753,0.242012
family_a_004774_genuine,family_a,dba6c4e49d7ebc43,v1,genuine,genuine,genuine,2,0.030877,0.242012
family_a_004775_text_qr_mismatch,family_a,dba6c4e49d7ebc43,v1,text_qr_mismatch,forged,genuine,2,0.032777,0.982763
family_a_004776_qr_only_mismatch,family_a,dba6c4e49d7ebc43,v1,qr_only_mismatch,forged,genuine,2,0.048165,0.975808
family_a_004777_checksum_invalid,family_a,dba6c4e49d7ebc43,v1,checksum_invalid,forged,genuine,2,0.093358,0.999296
family_a_004778_format_invalid,family_a,dba6c4e49d7ebc43,v1,format_invalid,forged,genuine,2,0.007024,0.991887
family_a_004779_field_missing,family_a,dba6c4e49d7ebc43,v1,field_missing,forged,genuine,2,0.006165,0.992396
family_a_004780_fine_grained_edit,family_a,dba6c4e49d7ebc43,v1,fine_grained_edit,forged,genuine,2,0.354315,0.955515
family_a_004781_coordinated_full_forgery,family_a,dba6c4e49d7ebc43,v1,coordinated_full_forgery,forged,genuine,2,0.002895,0.41216
family_a_004782_visual_splice,family_a,dba6c4e49d7ebc43,v1,visual_splice,forged,forged,2,0.998107,0.242012
family_a_004783_visual_splice,family_a,dba6c4e49d7ebc43,v1,visual_splice,forged,forged,2,0.999958,0.242012
family_a_004784_visual_splice,family_a,dba6c4e49d7ebc43,v1,visual_splice,forged,forged,2,0.999077,0.991268
family_a_004785_genuine,family_a,96595548e7111944,v2,genuine,genuine,genuine,0,0.007461,0.242722
family_a_004786_text_qr_mismatch,family_a,96595548e7111944,v2,text_qr_mismatch,forged,genuine,0,0.027703,0.992376
family_a_004787_qr_only_mismatch,family_a,96595548e7111944,v2,qr_only_mismatch,forged,genuine,0,0.011778,0.961375
