id,record_id,split,tamper_type,final_label,qr_readable,text_qr_match_score,checksum_valid,format_valid,missing_field_count,ocr_field_presence_count,ocr_field_presence_rate,qr_field_count,ocr_qr_key_overlap_count,checksum_computed,document_family,field_similarity__0,field_similarity__1,field_similarity__2,field_similarity__3,field_similarity__4
family_b_000500_field_missing,e1f7c92d86944741,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0
family_b_000501_fine_grained_edit,e1f7c92d86944741,train,fine_grained_edit,1,1.0,0.96,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0
family_b_000502_coordinated_full_forgery,e1f7c92d86944741,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000503_visual_splice,e1f7c92d86944741,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000504_visual_splice,e1f7c92d86944741,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000505_visual_splice,e1f7c92d86944741,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000506_genuine,92e020d72c5fb13f,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000507_text_qr_mismatch,92e020d72c5fb13f,train,text_qr_mismatch,1,1.0,0.94,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7
family_b_000508_qr_only_mismatch,92e020d72c5fb13f,train,qr_only_mismatch,1,1.0,0.877,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.3846153846153846,1.0,1.0,1.0,1.0
family_b_000509_checksum_invalid,92e020d72c5fb13f,train,checksum_invalid,1,1.0,0.98,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000510_format_invalid,92e020d72c5fb13f,train,format_invalid,1,1.0,0.96,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0
family_b_000511_field_missing,92e020d72c5fb13f,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,
family_b_000512_fine_grained_edit,92e020d72c5fb13f,train,fine_grained_edit,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
family_b_000513_coordinated_full_forgery,92e020d72c5fb13f,train,coordinated_full_forgery,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000514_visual_splice,92e020d72c5fb13f,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000515_visual_splice,92e020d72c5fb13f,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000516_visual_splice,92e020d72c5fb13f,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000517_genuine,191c0b117d8b5ffa,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000518_text_qr_mismatch,191c0b117d8b5ffa,train,text_qr_mismatch,1,1.0,0.84,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0
family_b_000519_qr_only_mismatch,191c0b117d8b5ffa,train,qr_only_mismatch,1,1.0,0.9,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
family_b_000520_checksum_invalid,191c0b117d8b5ffa,train,checksum_invalid,1,1.0,0.98,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000521_format_invalid,191c0b117d8b5ffa,train,format_invalid,1,1.0,0.98,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000522_field_missing,191c0b117d8b5ffa,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0
family_b_000523_fine_grained_edit,191c0b117d8b5ffa,train,fine_grained_edit,1,1.0,0.96,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0
family_b_000524_coordinated_full_forgery,191c0b117d8b5ffa,train,coordinated_full_forgery,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000525_visual_splice,191c0b117d8b5ffa,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000526_visual_splice,191c0b117d8b5ffa,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000527_visual_splice,191c0b117d8b5ffa,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000528_genuine,a6c009632dc8c9f8,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000529_text_qr_mismatch,a6c009632dc8c9f8,train,text_qr_mismatch,1,1.0,0.96,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0
family_b_000530_qr_only_mismatch,a6c009632dc8c9f8,train,qr_only_mismatch,1,1.0,0.855,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.2727272727272727,1.0,1.0,1.0,1.0
family_b_000531_checksum_invalid,a6c009632dc8c9f8,train,checksum_invalid,1,1.0,0.98,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000532_format_invalid,a6c009632dc8c9f8,train,format_invalid,1,1.0,0.96,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0
family_b_000533_field_missing,a6c009632dc8c9f8,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0
family_b_000534_fine_grained_edit,a6c009632dc8c9f8,train,fine_grained_edit,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
family_b_000535_coordinated_full_forgery,a6c009632dc8c9f8,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000536_visual_splice,a6c009632dc8c9f8,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000537_visual_splice,a6c009632dc8c9f8,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000538_visual_splice,a6c009632dc8c9f8,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000539_genuine,06a40b112aa1b224,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000540_text_qr_mismatch,06a40b112aa1b224,train,text_qr_mismatch,1,1.0,0.88,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0
family_b_000541_qr_only_mismatch,06a40b112aa1b224,train,qr_only_mismatch,1,1.0,0.822,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0
family_b_000542_checksum_invalid,06a40b112aa1b224,train,checksum_invalid,1,1.0,0.98,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000543_format_invalid,06a40b112aa1b224,train,format_invalid,1,1.0,0.96,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0
family_b_000544_field_missing,06a40b112aa1b224,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,
family_b_000545_fine_grained_edit,06a40b112aa1b224,train,fine_grained_edit,1,1.0,0.988,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
family_b_000546_coordinated_full_forgery,06a40b112aa1b224,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000547_visual_splice,06a40b112aa1b224,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000548_visual_splice,06a40b112aa1b224,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000549_visual_splice,06a40b112aa1b224,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000550_genuine,502ffc4ab2870430,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000551_text_qr_mismatch,502ffc4ab2870430,train,text_qr_mismatch,1,1.0,0.9,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
family_b_000552_qr_only_mismatch,502ffc4ab2870430,train,qr_only_mismatch,1,1.0,0.94,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7
family_b_000553_checksum_invalid,502ffc4ab2870430,train,checksum_invalid,1,1.0,0.98,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000554_format_invalid,502ffc4ab2870430,train,format_invalid,1,1.0,0.96,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0
family_b_000555_field_missing,502ffc4ab2870430,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0
family_b_000556_fine_grained_edit,502ffc4ab2870430,train,fine_grained_edit,1,1.0,0.975,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0
family_b_000557_coordinated_full_forgery,502ffc4ab2870430,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000558_visual_splice,502ffc4ab2870430,train,visual_splice,1,1.0,0.98,0.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000559_visual_splice,502ffc4ab2870430,train,visual_splice,1,1.0,0.789,0.0,0.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,1.0,0.9473684210526316,1.0,,1.0
family_b_000560_visual_splice,502ffc4ab2870430,train,visual_splice,1,1.0,0.98,0.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000572_genuine,9a5e660b3485448d,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000573_text_qr_mismatch,9a5e660b3485448d,train,text_qr_mismatch,1,1.0,0.88,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4
family_b_000574_qr_only_mismatch,9a5e660b3485448d,train,qr_only_mismatch,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000575_checksum_invalid,9a5e660b3485448d,train,checksum_invalid,1,1.0,0.98,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000576_format_invalid,9a5e660b3485448d,train,format_invalid,1,1.0,0.96,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0
family_b_000577_field_missing,9a5e660b3485448d,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0
family_b_000578_fine_grained_edit,9a5e660b3485448d,train,fine_grained_edit,1,1.0,0.985,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9230769230769232,1.0,1.0,1.0,1.0
family_b_000579_coordinated_full_forgery,9a5e660b3485448d,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000580_visual_splice,9a5e660b3485448d,train,visual_splice,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
family_b_000581_visual_splice,9a5e660b3485448d,train,visual_splice,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0
family_b_000582_visual_splice,9a5e660b3485448d,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000583_genuine,a664c9ffd24e8ad2,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000584_text_qr_mismatch,a664c9ffd24e8ad2,train,text_qr_mismatch,1,1.0,0.96,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0
family_b_000585_qr_only_mismatch,a664c9ffd24e8ad2,train,qr_only_mismatch,1,1.0,0.96,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0
family_b_000586_checksum_invalid,a664c9ffd24e8ad2,train,checksum_invalid,1,1.0,0.98,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000587_format_invalid,a664c9ffd24e8ad2,train,format_invalid,1,1.0,0.98,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000588_field_missing,a664c9ffd24e8ad2,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0
family_b_000589_fine_grained_edit,a664c9ffd24e8ad2,train,fine_grained_edit,1,1.0,0.98,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9
family_b_000590_coordinated_full_forgery,a664c9ffd24e8ad2,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000591_visual_splice,a664c9ffd24e8ad2,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000592_visual_splice,a664c9ffd24e8ad2,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000593_visual_splice,a664c9ffd24e8ad2,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000594_genuine,8b8003ce6e600c84,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000595_text_qr_mismatch,8b8003ce6e600c84,train,text_qr_mismatch,1,1.0,0.892,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.4615384615384615,1.0,1.0,1.0,1.0
family_b_000596_qr_only_mismatch,8b8003ce6e600c84,train,qr_only_mismatch,1,1.0,0.9,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
family_b_000597_checksum_invalid,8b8003ce6e600c84,train,checksum_invalid,1,1.0,0.98,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000598_format_invalid,8b8003ce6e600c84,train,format_invalid,1,1.0,0.98,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000599_field_missing,8b8003ce6e600c84,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0
family_b_000600_fine_grained_edit,8b8003ce6e600c84,train,fine_grained_edit,1,1.0,0.987,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9333333333333332,1.0,1.0,1.0,1.0
family_b_000601_coordinated_full_forgery,8b8003ce6e600c84,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000602_visual_splice,8b8003ce6e600c84,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000603_visual_splice,8b8003ce6e600c84,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000604_visual_splice,8b8003ce6e600c84,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000649_genuine,a21ce2aca732dc39,train,genuine,0,1.0,0.986,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0
family_b_000650_text_qr_mismatch,a21ce2aca732dc39,train,text_qr_mismatch,1,1.0,0.926,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,0.7
family_b_000651_qr_only_mismatch,a21ce2aca732dc39,train,qr_only_mismatch,1,1.0,0.946,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9285714285714286,1.0,1.0,0.8,1.0
family_b_000652_checksum_invalid,a21ce2aca732dc39,train,checksum_invalid,1,1.0,0.966,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9285714285714286,0.9,1.0,1.0,1.0
family_b_000653_format_invalid,a21ce2aca732dc39,train,format_invalid,1,1.0,0.946,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9285714285714286,0.8,1.0,1.0,1.0
family_b_000654_field_missing,a21ce2aca732dc39,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0
family_b_000655_fine_grained_edit,a21ce2aca732dc39,train,fine_grained_edit,1,1.0,0.966,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9285714285714286,1.0,0.9,1.0,1.0
family_b_000656_coordinated_full_forgery,a21ce2aca732dc39,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000657_visual_splice,a21ce2aca732dc39,train,visual_splice,1,1.0,0.986,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0
family_b_000658_visual_splice,a21ce2aca732dc39,train,visual_splice,1,1.0,0.986,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0
family_b_000659_visual_splice,a21ce2aca732dc39,train,visual_splice,1,1.0,0.986,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0
family_b_000682_genuine,23f3e202c8865aee,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000683_text_qr_mismatch,23f3e202c8865aee,train,text_qr_mismatch,1,1.0,0.94,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7
family_b_000684_qr_only_mismatch,23f3e202c8865aee,train,qr_only_mismatch,1,1.0,0.862,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.3076923076923077,1.0,1.0,1.0,1.0
family_b_000685_checksum_invalid,23f3e202c8865aee,train,checksum_invalid,1,1.0,0.971,0.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,0.9565217391304348,0.9,1.0,1.0,1.0
family_b_000686_format_invalid,23f3e202c8865aee,train,format_invalid,1,1.0,0.98,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
family_b_000687_field_missing,23f3e202c8865aee,train,field_missing,1,1.0,0.8,1.0,1.0,1.0,4.0,0.8,5.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0
family_b_000688_fine_grained_edit,23f3e202c8865aee,train,fine_grained_edit,1,1.0,0.96,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0
family_b_000689_coordinated_full_forgery,23f3e202c8865aee,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000690_visual_splice,23f3e202c8865aee,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000691_visual_splice,23f3e202c8865aee,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000692_visual_splice,23f3e202c8865aee,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000693_genuine,a07838a6849ef38e,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000694_text_qr_mismatch,a07838a6849ef38e,train,text_qr_mismatch,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000695_qr_only_mismatch,a07838a6849ef38e,train,qr_only_mismatch,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000696_checksum_invalid,a07838a6849ef38e,train,checksum_invalid,1,0.0,,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000697_format_invalid,a07838a6849ef38e,train,format_invalid,1,1.0,0.96,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0
family_b_000698_field_missing,a07838a6849ef38e,train,field_missing,1,0.0,,1.0,1.0,1.0,4.0,0.8,0.0,0.0,1.0,1.0,,,,,
family_b_000699_fine_grained_edit,a07838a6849ef38e,train,fine_grained_edit,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000700_coordinated_full_forgery,a07838a6849ef38e,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000701_visual_splice,a07838a6849ef38e,train,visual_splice,1,0.0,,1.0,1.0,1.0,4.0,0.8,0.0,0.0,1.0,1.0,,,,,
family_b_000702_visual_splice,a07838a6849ef38e,train,visual_splice,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000703_visual_splice,a07838a6849ef38e,train,visual_splice,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000715_genuine,7e1acf1d7d81297f,train,genuine,0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000716_text_qr_mismatch,7e1acf1d7d81297f,train,text_qr_mismatch,1,1.0,0.84,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0
family_b_000717_qr_only_mismatch,7e1acf1d7d81297f,train,qr_only_mismatch,1,1.0,0.96,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0
family_b_000718_checksum_invalid,7e1acf1d7d81297f,train,checksum_invalid,1,0.0,,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000719_format_invalid,7e1acf1d7d81297f,train,format_invalid,1,0.0,,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000720_field_missing,7e1acf1d7d81297f,train,field_missing,1,0.0,,1.0,1.0,2.0,3.0,0.6,0.0,0.0,1.0,1.0,,,,,
family_b_000721_fine_grained_edit,7e1acf1d7d81297f,train,fine_grained_edit,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000722_coordinated_full_forgery,7e1acf1d7d81297f,train,coordinated_full_forgery,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000723_visual_splice,7e1acf1d7d81297f,train,visual_splice,1,0.0,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,,,,,
family_b_000724_visual_splice,7e1acf1d7d81297f,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
family_b_000725_visual_splice,7e1acf1d7d81297f,train,visual_splice,1,1.0,1.0,1.0,1.0,0.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
